kernel,version,taille,jeu_donnees,tile,threads,schedule,iterations,temps_ms
life, omp,1024,random,32,24,static,6400,3440.093
life, omp,1024,random,32,48,static,6400,6858.905
life, omp,1024,ship,32,24,static,6400,3326.647
life, omp,1024,ship,32,48,static,6400,2797.177
life, omp,1024,moultdiehard130,32,24,static,6400,103.292
life, omp,1024,moultdiehard130,32,48,static,6400,69.252
